subject,spam_label
Class registration confirmation – Machine Learning 501,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
Zoom link for feature flags,0
Re: Project status update for Q4 2025,0
Payment received – thank you,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
The $1.9 trillion industry AI is about to demolish ✅,1
Board meeting agenda – February 2024,0
Invoice #9014 for consulting services,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty 🔥",1
Re: Question about ETL performance,0
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
Re: Question about ETL performance,0
Performance review discussion – January,0
AWS billing statement for December 2023,0
Zoom link for LangChain agents,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… (Limited Time)",1
GitHub: New sign-in from US,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
The dirty secret of financial newsletters ✅,1
Sprint 9143 planning meeting – Thu 2:00 PM,0
Meeting notes: Vanguard architecture review,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #546616,1
Class registration confirmation – MBA 610,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Zoom link for ETL performance,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Invoice #4000 for consulting services,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 🔥",1
Zoom link for feature flags,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
Your order #9828 has shipped,0
Standup summary – Cloud Migration,0
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
Standup summary – Data Engineering,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
Reminder: Doctor appointment on 9/7/2024 at 9:00 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now!",1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Don't miss out on your free trial. – Offer Ends Tonight,1
Family photos from our trip to San Francisco,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live #489833,1
Calendar invite: 1:1 with Anita,0
Assignment feedback for Operations Management,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
GitHub: New sign-in from India,0
Your order #9957 has shipped,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
Class registration confirmation – MBA 610,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
Board meeting agenda – March 2024,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… ✅",1
Payment received – thank you,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #289381,1
Sprint 1992 planning meeting – Tue 11:30 AM,0
Invoice #1745 for consulting services,0
The dirty secret of financial newsletters ✅,1
Sprint 4538 planning meeting – Wed 9:00 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
Re: Project status update for Q3 2024,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Welcome to the DevOps toolkit beta program,0
Class registration confirmation – Machine Learning 501,0
AWS billing statement for November 2025,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Notes from today's lecture – LangChain agents,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF ✅,1
Don't miss out on your free trial. #733005,1
Welcome to the portfolio assistant beta program,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #720199",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
Invoice #9994 for consulting services,0
Calendar invite: 1:1 with Raj,0
Meeting notes: Vanguard architecture review,0
Reminder: Doctor appointment on 7/11/2024 at 4:15 PM,0
Calendar invite: 1:1 with Daniel,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) #257520,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
Welcome to the analytics dashboard beta program,0
Welcome to the DevOps toolkit beta program,0
Don't miss out on your free trial. #561271,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Reminder: Doctor appointment on 8/9/2025 at 11:30 AM,0
Your old TV setup is outdated… try this 👇 #5290677042 ✅,1
Sprint 1760 planning meeting – Wed 2:00 PM,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
Welcome to the portfolio assistant beta program,0
Last Chance to Register — Subsurface Live Is Tomorrow,1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
AWS billing statement for October 2024,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Assignment feedback for Machine Learning 501,0
Invoice #9621 for consulting services,0
The $1.9 trillion industry AI is about to demolish ✅,1
AWS billing statement for May 2024,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts,1
Welcome to the DevOps toolkit beta program,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! – Offer Ends Tonight",1
AWS billing statement for June 2024,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
Last Chance to Register — Subsurface Live Is Tomorrow,1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
GitHub: New sign-in from Singapore,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #243897",1
Calendar invite: 1:1 with Raj,0
Board meeting agenda – December 2024,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
Class registration confirmation – Machine Learning 501,0
Reminder: Doctor appointment on 1/3/2025 at 2:00 PM,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Class registration confirmation – Operations Management,0
The dirty secret of financial newsletters,1
Re: Project status update for Q4 2024,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #770862",1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
The $1.9 trillion industry AI is about to demolish,1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Don't miss out on your free trial. 🔥,1
Calendar invite: 1:1 with Christin,0
Welcome to the analytics dashboard beta program,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live #711280,1
Calendar invite: 1:1 with Nima,0
Family photos from our trip to Chennai,0
Class registration confirmation – Data Structures,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
AWS billing statement for October 2025,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
Assignment feedback for Data Structures,0
Invoice #3878 for consulting services,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… ✅",1
Invoice #9251 for consulting services,0
The $1.9 trillion industry AI is about to demolish #533249,1
Re: Question about feature flags,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Notes from today's lecture – Kubernetes scaling,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #278610",1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now!",1
Welcome to the portfolio assistant beta program,0
The dirty secret of financial newsletters #635346,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Assignment feedback for Operations Management,0
AWS billing statement for October 2024,0
Performance review discussion – November,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
AWS billing statement for December 2023,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
AWS billing statement for December 2024,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts (Limited Time),1
Standup summary – Data Engineering,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
Your order #3136 has shipped,0
Zoom link for Kubernetes scaling,0
Meeting notes: Data Platform Team architecture review,0
Standup summary – Cloud Migration,0
Reminder: Doctor appointment on 16/7/2023 at 9:00 AM,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 🔥,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF ✅,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
Last Chance to Register — Subsurface Live Is Tomorrow #702646,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 – Offer Ends Tonight",1
Class registration confirmation – Data Structures,0
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
GitHub: New sign-in from India,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #872179,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty ✅",1
The dirty secret of financial newsletters ✅,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Don't miss out on your free trial. ✅,1
Performance review discussion – September,0
AWS billing statement for June 2024,0
Reminder: Doctor appointment on 2/2/2025 at 9:00 AM,0
The $1.9 trillion industry AI is about to demolish #162859,1
Zoom link for feature flags,0
The $1.9 trillion industry AI is about to demolish,1
Welcome to the analytics dashboard beta program,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Notes from today's lecture – feature flags,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Calendar invite: 1:1 with Daniel,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained #443907",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #409875,1
The $1.9 trillion industry AI is about to demolish 🔥,1
Sprint 9491 planning meeting – Thu 11:30 AM,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty – Offer Ends Tonight",1
Your old TV setup is outdated… try this 👇 #5290677042,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
Welcome to the DevOps toolkit beta program,0
Payment received – thank you,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts (Limited Time),1
Standup summary – Cloud Migration,0
Meeting notes: Drexel architecture review,0
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Last Chance to Register — Subsurface Live Is Tomorrow (Limited Time),1
GitHub: New sign-in from US,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #629404,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Meeting notes: Vanguard architecture review,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Meeting notes: Internal Tools architecture review,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
Assignment feedback for Operations Management,0
Standup summary – Cricket Club Ops,0
Welcome to the analytics dashboard beta program,0
Meeting notes: Drexel architecture review,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 ✅",1
Assignment feedback for Machine Learning 501,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
Welcome to the RAG search beta program,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 – Offer Ends Tonight",1
Payment received – thank you,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
Re: Question about LangChain agents,0
Notes from today's lecture – LangChain agents,0
Invoice #1289 for consulting services,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 ✅",1
Welcome to the DevOps toolkit beta program,0
Last Chance to Register — Subsurface Live Is Tomorrow #773768,1
The dirty secret of financial newsletters ✅,1
GitHub: New sign-in from Germany,0
Re: Project status update for Q4 2024,0
Assignment feedback for MBA 610,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
Zoom link for feature flags,0
AWS billing statement for March 2025,0
The $1.9 trillion industry AI is about to demolish ✅,1
Assignment feedback for Machine Learning 501,0
Class registration confirmation – MBA 610,0
Your order #5406 has shipped,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #719199",1
Welcome to the portfolio assistant beta program,0
Assignment feedback for Operations Management,0
Welcome to the analytics dashboard beta program,0
Notes from today's lecture – ETL performance,0
Welcome to the analytics dashboard beta program,0
Standup summary – AI Platform,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 #244041",1
Last Chance to Register — Subsurface Live Is Tomorrow,1
Family photos from our trip to London,0
Payment received – thank you,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF #456536,1
Class registration confirmation – Data Structures,0
Notes from today's lecture – feature flags,0
Meeting notes: Data Platform Team architecture review,0
Standup summary – Cricket Club Ops,0
Zoom link for ETL performance,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… – Offer Ends Tonight",1
The $1.9 trillion industry AI is about to demolish ✅,1
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
Family photos from our trip to London,0
Payment received – thank you,0
Notes from today's lecture – ETL performance,0
Reminder: Doctor appointment on 17/1/2025 at 9:00 AM,0
Re: Project status update for Q3 2025,0
Reminder: Doctor appointment on 20/6/2024 at 2:00 PM,0
Meeting notes: Internal Tools architecture review,0
Payment received – thank you,0
Re: Project status update for Q2 2024,0
AWS billing statement for February 2023,0
Sprint 6004 planning meeting – Mon 9:00 AM,0
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
The dirty secret of financial newsletters,1
Notes from today's lecture – feature flags,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
Zoom link for feature flags,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Board meeting agenda – February 2024,0
Family photos from our trip to London,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Welcome to the portfolio assistant beta program,0
Calendar invite: 1:1 with Lauren,0
Your old TV setup is outdated… try this 👇 #5290677042,1
AWS billing statement for April 2025,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Re: Question about ETL performance,0
Reminder: Doctor appointment on 4/2/2024 at 2:00 PM,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #804142",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Board meeting agenda – July 2024,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #628853",1
Zoom link for ETL performance,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
Notes from today's lecture – ETL performance,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ (Limited Time),1
Reminder: Doctor appointment on 8/9/2024 at 11:30 AM,0
The dirty secret of financial newsletters ✅,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF,1
Don't miss out on your free trial. #642456,1
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
The dirty secret of financial newsletters #146893,1
GitHub: New sign-in from US,0
Board meeting agenda – June 2025,0
The $1.9 trillion industry AI is about to demolish 🔥,1
Assignment feedback for Data Structures,0
Class registration confirmation – Machine Learning 501,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… – Offer Ends Tonight",1
Family photos from our trip to Bangalore,0
Board meeting agenda – February 2025,0
AWS billing statement for February 2025,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 🔥,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Re: Project status update for Q1 2025,0
Notes from today's lecture – feature flags,0
Sprint 1697 planning meeting – Fri 4:15 PM,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
Don't miss out on your free trial. – Offer Ends Tonight,1
AWS billing statement for September 2023,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained ✅",1
Your order #6647 has shipped,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty ✅",1
Notes from today's lecture – Kubernetes scaling,0
Don't miss out on your free trial. #817396,1
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
AWS billing statement for July 2024,0
Don't miss out on your free trial.,1
Board meeting agenda – October 2025,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
Welcome to the portfolio assistant beta program,0
Performance review discussion – September,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Reminder: Doctor appointment on 13/2/2023 at 4:15 PM,0
Standup summary – Data Engineering,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
The $1.9 trillion industry AI is about to demolish,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Re: Project status update for Q3 2025,0
Meeting notes: Data Platform Team architecture review,0
Class registration confirmation – Data Structures,0
Your order #1743 has shipped,0
Sprint 2141 planning meeting – Tue 4:15 PM,0
Meeting notes: Data Platform Team architecture review,0
Family photos from our trip to San Francisco,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet? #320129,1
Welcome to the portfolio assistant beta program,0
Standup summary – Data Engineering,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
AWS billing statement for August 2024,0
Re: Question about ETL performance,0
Zoom link for Kubernetes scaling,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
AWS billing statement for March 2024,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
This Drug MELTS Fat – Why Aren’t You on It Yet? #337608,1
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Standup summary – Cricket Club Ops,0
Notes from today's lecture – ETL performance,0
Assignment feedback for MBA 610,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 ✅",1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #942046",1
Invoice #4369 for consulting services,0
